age,marital,address,income,ed,employ,jobsat,gender,reside
24,1,0,16,4,1,3,f,3
38,0,10,54,3,13,2,m,3
44,0,8,63,1,15,3,m,2
50,0,14,69,1,22,5,f,1
62,0,43,31,2,39,4,f,1
33,0,7,19,4,1,1,m,2
44,1,10,34,1,6,1,m,2
47,0,13,129,1,24,4,f,1
52,1,26,59,2,3,3,f,2
35,0,3,60,3,14,1,f,3
46,0,16,45,3,0,3,f,1
45,1,21,61,3,10,4,f,4
46,0,6,38,2,8,3,m,1
64,0,21,11,2,5,5,m,1
53,0,22,179,2,34,5,f,1
39,1,3,144,4,12,5,f,4
27,0,3,28,1,9,2,f,1
63,1,0,101,4,27,5,f,2
22,0,3,22,2,4,4,m,1
45,1,14,44,2,5,4,f,2
52,0,6,91,1,17,4,m,1
38,0,4,71,2,5,3,f,1
51,0,9,85,3,4,2,m,1
26,1,5,29,3,0,3,f,5
42,1,22,100,4,13,4,f,5
37,0,14,62,5,0,1,m,1
58,1,15,190,2,38,4,m,2
30,0,7,38,2,10,5,m,1
43,0,3,78,4,14,3,m,1
54,0,25,72,2,15,2,m,1
43,0,3,218,2,24,5,f,1
39,0,2,34,2,11,2,m,1
35,0,10,47,3,10,4,f,1
42,0,5,55,4,9,5,m,1
24,1,4,18,4,0,2,f,4
25,1,0,22,2,0,1,m,7
21,1,1,32,2,2,1,f,5
33,1,5,19,1,7,3,m,5
41,1,20,83,5,8,2,f,2
55,1,6,155,4,24,4,m,2
28,0,8,23,4,1,2,m,2
31,0,5,37,4,8,2,m,1
58,0,0,30,4,12,4,m,1
33,0,4,82,4,0,3,m,3
39,1,10,39,2,11,4,f,4
26,1,5,20,4,0,1,f,5
61,0,16,62,2,19,5,f,1
48,1,24,114,3,22,5,m,4
34,1,15,53,3,10,5,m,5
39,1,3,40,3,7,4,f,2
36,0,11,22,4,1,1,m,2
39,0,19,106,2,19,4,m,2
42,0,0,33,3,4,2,f,1
40,0,18,73,1,23,4,m,1
34,1,3,32,3,6,2,f,5
24,0,1,25,2,2,1,f,1
46,0,9,87,5,11,4,f,1
44,0,8,27,1,6,5,m,1
48,0,17,297,5,21,5,m,1
49,0,4,89,2,9,2,f,1
42,1,4,24,3,1,2,m,2
34,1,3,17,1,6,2,f,4
57,1,2,16,1,26,3,m,2
46,0,16,46,1,21,4,m,1
31,0,12,43,1,12,5,m,1
43,1,13,40,3,1,3,f,3
37,1,11,53,2,12,2,m,2
25,0,2,16,1,0,1,f,1
59,1,7,109,1,15,4,m,3
62,1,11,80,2,15,5,m,3
48,1,11,38,2,15,5,f,3
30,0,10,32,4,1,3,m,1
43,1,14,65,1,23,3,m,2
38,0,7,53,1,16,4,m,3
48,0,19,41,2,4,3,m,1
31,1,4,223,3,9,3,f,2
24,0,4,21,2,0,2,m,1
63,1,24,90,3,19,1,m,3
57,0,9,96,3,6,3,f,1
46,0,21,40,4,1,2,f,2
34,0,1,40,3,9,4,f,2
51,0,29,86,4,12,2,f,1
62,1,28,235,4,37,4,f,3
36,1,16,84,2,13,3,f,4
41,0,4,109,3,6,4,f,1
31,1,11,40,2,8,2,f,6
33,0,5,46,4,2,2,f,1
56,1,32,39,4,8,3,f,2
21,0,2,16,3,0,3,m,1
44,0,17,69,4,12,5,m,1
34,1,10,95,2,13,4,f,4
41,1,7,117,2,17,3,f,4
45,0,9,62,2,22,4,f,1
29,1,3,30,2,3,3,f,5
50,1,28,252,3,29,5,f,2
38,0,3,58,1,18,4,f,1
66,1,33,9,1,4,3,f,2
32,0,13,26,2,3,1,f,1
69,1,6,61,2,21,4,m,4
40,0,14,55,4,4,2,m,1
33,1,11,33,3,5,2,m,4
31,1,7,25,4,0,3,m,3
66,0,32,202,3,30,5,f,1
55,1,22,121,2,30,5,m,4
36,0,6,20,2,0,1,m,1
59,1,38,10,4,6,2,f,4
39,1,8,91,4,8,3,f,4
37,0,12,29,2,5,4,m,1
26,1,4,19,3,4,1,f,2
56,1,28,279,2,34,4,f,2
44,0,19,24,2,5,4,f,2
25,1,5,20,2,5,2,f,2
43,0,21,107,2,22,3,f,1
30,0,1,22,3,2,5,f,1
27,0,3,106,3,3,1,f,1
51,1,19,40,4,0,1,m,2
24,0,5,33,3,2,3,m,2
51,0,16,58,2,0,3,f,1
52,1,16,440,3,24,4,m,4
47,1,24,100,3,23,4,f,3
51,1,22,126,2,24,5,f,2
44,0,24,32,4,3,2,f,1
28,1,6,50,4,2,3,f,3
40,0,16,20,1,0,1,f,1
39,0,14,28,1,2,5,m,1
31,0,12,35,2,2,1,m,1
54,0,33,25,2,4,4,m,1
52,1,14,23,1,3,2,f,2
38,0,7,51,2,13,5,f,1
39,1,17,29,3,0,1,f,4
37,1,12,23,4,5,4,m,2
27,1,4,32,4,2,1,f,4
38,0,12,31,2,0,2,m,1
35,1,9,23,1,0,1,f,4
66,0,18,20,1,35,2,f,1
45,1,6,73,4,17,5,m,3
26,0,1,81,5,0,1,m,1
23,1,0,16,2,2,2,f,4
45,0,20,153,2,23,3,m,1
50,1,15,132,3,27,4,m,2
30,1,9,113,4,2,3,f,4
65,0,6,66,4,29,1,f,1
63,0,40,97,3,30,4,m,1
46,1,7,98,5,20,3,f,2
38,0,5,35,2,9,3,f,1
36,0,4,70,1,9,3,f,4
30,1,6,40,5,2,4,f,3
28,0,5,21,2,6,3,f,1
32,0,4,18,4,0,3,f,1
54,1,31,133,2,26,4,m,4
38,0,10,39,4,7,1,f,1
61,1,15,674,2,41,3,m,2
29,0,8,30,5,2,1,m,1
27,1,1,33,3,6,4,m,2
44,0,23,106,4,12,2,m,1
49,1,21,34,1,5,2,m,5
51,1,3,107,3,21,2,f,4
46,1,13,62,1,22,4,m,5
62,0,10,362,2,37,4,m,1
27,0,1,26,2,4,5,f,1
22,0,3,21,4,0,1,m,1
19,1,0,16,2,0,4,f,3
46,1,6,54,3,14,1,m,3
63,1,15,26,3,0,2,m,2
44,0,5,62,1,6,4,f,1
22,1,3,76,3,0,2,f,5
30,0,1,28,2,1,2,f,1
59,0,32,211,2,36,3,f,1
58,0,35,151,1,38,5,m,1
49,0,21,119,1,28,3,f,1
41,0,3,30,2,7,3,f,1
52,1,19,137,2,26,4,f,4
26,1,6,23,3,2,3,m,4
69,1,2,83,3,15,5,m,3
47,1,8,34,1,10,2,m,5
39,1,14,58,2,5,2,f,4
37,1,7,67,2,13,4,m,2
41,1,15,165,4,16,5,m,2
19,1,0,33,2,0,1,f,4
46,0,19,83,2,14,5,m,1
44,0,3,32,2,0,1,f,1
31,0,5,32,3,3,1,m,4
39,0,5,68,3,18,5,f,4
27,1,3,75,5,0,1,m,4
42,1,10,26,2,1,2,m,3
55,1,19,45,2,12,4,f,2
35,0,6,30,1,8,4,m,1
42,1,12,124,2,21,4,f,2
58,1,18,165,1,35,5,m,2
50,1,13,42,4,15,5,m,4
26,0,4,22,1,1,1,m,2
41,1,8,38,3,0,1,f,4
29,1,9,22,1,7,3,f,5
42,1,4,77,4,13,3,f,4
51,1,26,45,4,5,4,f,3
34,1,7,21,1,1,1,m,4
33,1,4,32,2,4,4,f,5
48,1,26,158,2,29,4,m,2
34,1,9,31,2,7,2,f,5
24,0,4,18,3,2,1,f,1
44,0,21,57,5,12,3,f,1
67,1,10,80,2,36,5,m,2
28,0,4,17,5,2,2,f,1
45,0,5,84,3,17,5,m,1
46,1,11,234,4,19,2,f,5
50,0,14,20,2,3,2,m,1
50,1,31,72,1,23,5,m,5
25,0,2,32,2,5,2,f,3
57,1,24,36,2,0,3,f,2
48,0,14,82,1,14,2,m,1
48,0,23,189,2,26,4,m,1
45,1,25,48,2,9,1,f,2
51,0,24,129,1,24,3,m,3
50,0,8,61,3,10,2,f,1
48,0,14,241,4,23,4,f,1
46,0,23,141,2,14,3,m,2
22,0,2,23,2,2,2,m,1
38,0,3,138,3,14,4,f,1
26,1,7,18,3,1,2,m,5
62,1,0,143,1,27,2,m,2
46,0,10,34,1,1,1,f,1
42,1,6,69,2,16,3,m,2
41,0,12,23,3,4,2,m,1
38,0,14,56,2,14,5,m,2
47,1,2,121,4,7,2,f,4
57,1,28,80,1,24,2,f,4
43,0,7,59,4,15,2,f,3
42,1,15,31,2,3,4,m,5
74,0,4,34,2,9,3,f,1
55,0,1,119,3,12,2,f,1
26,1,7,22,4,1,1,f,2
49,0,0,74,1,27,4,f,1
22,1,3,20,1,4,3,f,3
41,1,17,103,5,6,2,m,2
38,0,19,60,2,12,2,m,1
31,0,1,39,3,9,3,f,1
20,0,0,20,3,0,3,m,2
51,0,22,24,3,5,3,f,1
44,1,16,44,4,4,2,f,2
57,0,37,85,2,21,3,m,1
56,0,10,179,1,29,4,f,1
28,1,5,28,5,0,1,m,4
52,0,15,23,1,13,2,f,1
37,1,15,90,3,14,4,m,3
18,1,0,14,2,0,1,f,5
32,1,13,27,4,8,2,f,5
63,1,38,24,1,11,2,m,4
43,1,13,73,3,12,4,f,2
41,0,19,64,2,16,3,m,1
28,0,4,46,2,7,2,f,2
38,0,10,113,1,13,2,m,1
35,0,7,38,4,3,2,m,1
51,1,12,110,3,14,4,m,3
38,0,10,63,1,20,4,f,1
37,1,11,66,4,10,4,f,3
49,0,28,49,1,5,2,m,1
34,0,8,77,2,15,5,m,2
39,1,9,31,1,7,3,f,2
48,1,9,49,2,11,4,m,2
35,1,16,39,5,1,2,m,4
30,1,6,37,4,3,3,f,4
23,0,4,25,1,5,4,m,1
32,0,0,25,2,4,2,f,3
26,1,4,19,4,2,1,f,3
31,1,7,24,4,1,3,f,5
26,1,7,21,2,7,2,m,4
49,0,19,46,2,7,4,f,1
48,0,26,98,2,22,3,f,1
62,0,4,17,1,15,3,f,1
44,0,19,53,3,8,4,f,1
59,1,36,33,1,9,4,f,2
54,1,5,124,2,29,5,m,3
36,0,12,92,4,7,4,f,1
23,0,0,11,4,0,1,m,1
63,1,14,10,1,9,3,m,3
39,0,12,23,4,0,1,m,4
42,1,6,22,3,3,3,f,2
59,0,30,87,2,28,5,m,3
58,0,19,239,2,33,2,f,1
38,0,18,33,2,16,4,f,1
28,0,0,26,3,4,4,f,1
56,1,0,29,2,11,5,f,3
26,0,4,23,3,4,2,m,2
51,0,12,65,2,12,3,m,1
43,1,24,124,2,19,5,m,5
44,0,9,34,1,13,3,f,1
47,1,12,75,2,17,3,m,4
40,0,12,53,1,20,5,m,1
28,0,8,17,3,1,1,f,1
33,1,5,23,1,3,4,f,4
36,1,5,73,2,15,3,m,2
68,0,39,16,5,3,1,f,1
29,1,0,33,4,6,4,m,2
34,1,12,39,2,14,3,f,2
33,0,1,26,2,9,4,m,1
49,0,1,85,3,15,5,m,1
61,1,2,13,3,1,3,m,2
26,1,2,28,2,0,1,f,4
38,1,16,76,2,14,1,m,4
71,0,13,26,2,20,2,f,1
43,0,1,99,1,25,5,m,1
51,0,23,188,3,19,5,f,1
43,0,15,194,4,17,5,m,2
46,0,4,30,5,11,5,f,1
48,1,27,32,2,0,1,m,2
33,0,10,52,2,9,1,m,1
40,0,5,212,4,13,3,m,3
53,1,2,31,4,7,2,m,2
34,0,2,86,5,2,3,f,1
63,0,35,31,3,3,1,m,1
41,1,10,82,4,16,3,f,5
27,0,7,34,3,6,2,m,1
41,0,8,33,1,9,4,m,1
44,1,2,85,4,19,4,f,3
37,0,9,17,1,6,4,m,1
47,1,22,70,3,6,3,f,2
38,0,11,34,1,9,1,f,2
58,0,37,115,1,37,5,f,1
38,0,8,35,2,6,4,m,1
33,0,12,39,2,6,1,f,1
31,0,2,49,2,4,1,m,1
55,1,2,78,1,18,3,f,2
30,1,2,28,4,3,3,m,2
20,1,0,14,3,0,1,f,3
51,0,32,244,3,19,4,f,1
47,1,2,139,2,22,4,f,2
48,1,12,80,3,9,2,f,2
51,0,18,115,4,13,3,m,1
33,1,2,53,5,7,3,m,4
41,1,10,36,4,0,2,f,2
52,1,1,23,2,1,4,m,2
24,1,0,27,2,4,2,m,4
19,0,0,19,1,2,3,m,1
50,0,13,344,4,23,5,m,1
70,0,36,12,2,22,5,f,1
43,1,13,34,2,7,4,f,2
28,0,5,25,2,1,4,m,1
64,0,6,47,2,11,4,f,1
36,1,12,79,4,8,4,f,5
25,0,0,41,3,2,3,f,2
47,1,22,67,2,2,2,m,2
57,0,19,304,4,26,2,m,3
57,1,23,57,1,18,2,m,2
39,1,15,44,2,13,2,m,3
47,0,14,90,4,10,5,m,1
53,1,1,28,1,5,3,f,6
54,0,4,100,2,25,5,f,1
39,0,9,99,4,0,1,f,2
64,1,17,37,4,32,5,m,2
54,0,27,416,4,29,2,m,4
49,0,8,142,4,18,5,m,1
53,0,25,90,1,15,4,f,1
48,0,13,90,2,18,3,f,1
31,0,7,84,3,4,1,m,3
18,1,0,22,2,0,1,f,5
42,0,23,28,1,5,3,m,1
45,0,13,113,2,4,4,m,1
33,0,0,31,3,1,3,f,1
24,1,4,20,3,0,1,m,4
42,1,13,51,3,11,5,f,5
42,1,3,74,4,15,5,f,2
47,1,13,74,1,22,4,m,2
50,1,16,46,2,5,2,f,2
73,0,48,45,4,6,4,f,1
33,1,14,196,4,3,1,m,4
44,0,18,37,4,5,2,m,2
29,0,2,38,2,2,1,f,2
33,1,6,65,3,11,3,f,7
45,0,14,28,2,3,5,f,2
25,1,1,22,1,4,2,f,6
26,0,3,18,3,4,4,f,3
35,0,8,37,4,7,5,m,3
47,0,25,104,5,1,3,f,1
23,1,2,28,4,0,1,f,5
23,1,1,27,3,0,2,f,2
46,0,21,78,3,11,4,f,1
57,0,31,49,2,12,5,m,1
67,0,18,46,1,18,4,m,1
56,0,13,138,1,35,4,m,1
36,0,12,30,2,2,4,f,1
48,1,26,181,2,24,4,m,5
60,0,37,12,4,15,4,m,1
48,1,21,69,1,19,5,f,2
28,1,4,20,1,7,3,m,3
46,1,6,167,2,26,5,f,3
32,1,12,26,2,12,1,m,4
61,0,39,21,2,32,4,f,1
48,0,24,64,4,8,4,m,1
63,1,15,105,4,21,5,f,4
54,1,19,73,2,14,4,m,2
24,1,1,26,4,0,1,f,2
35,0,9,28,3,11,4,f,2
39,1,11,44,3,10,4,f,6
54,1,31,60,1,1,4,f,2
40,0,8,23,3,2,3,m,1
43,0,4,128,4,10,5,m,2
47,0,22,30,4,0,1,m,1
24,0,5,32,2,1,1,m,1
37,0,12,36,2,14,2,m,3
35,1,3,25,2,5,3,f,3
47,1,1,55,4,3,1,m,5
37,0,14,36,4,13,1,f,1
59,1,15,66,1,20,5,m,2
35,0,10,114,2,10,5,m,1
26,1,6,24,2,1,5,f,5
33,0,7,28,3,2,2,f,1
49,0,29,275,3,25,5,f,1
45,0,0,70,4,0,1,f,1
55,1,15,92,1,20,5,f,2
68,0,41,113,2,36,5,f,1
63,1,30,23,1,4,2,f,2
56,1,18,28,3,0,1,f,4
63,0,42,29,1,40,5,f,1
38,1,12,44,2,2,1,m,3
74,0,34,75,2,30,4,f,1
31,0,3,67,4,3,3,f,1
42,0,12,32,4,15,4,m,1
53,1,21,40,2,18,4,m,6
35,0,7,50,1,10,4,f,3
25,1,1,16,2,2,2,f,2
54,0,11,70,1,32,5,f,1
59,1,23,85,3,18,4,m,2
65,1,44,11,2,2,1,m,2
43,0,9,79,2,2,3,f,1
35,0,15,69,3,7,1,m,1
34,1,11,68,1,16,5,f,3
54,0,35,69,4,26,3,m,1
55,1,19,31,2,3,1,m,2
30,0,11,34,2,11,3,f,2
33,0,2,95,4,5,3,f,1
45,1,19,32,4,1,2,f,2
34,1,2,46,4,9,5,f,3
34,0,13,50,1,8,4,m,1
43,0,3,33,1,8,4,f,3
24,1,4,23,3,0,1,m,3
37,0,4,42,1,14,4,f,4
38,0,0,20,2,3,3,m,2
23,0,4,39,1,2,3,m,1
50,1,3,71,2,6,3,m,3
36,1,14,64,3,4,3,f,2
32,1,5,25,3,5,1,f,2
27,1,2,22,5,0,1,m,4
36,0,13,37,4,11,3,f,2
50,1,23,98,4,25,3,m,4
36,0,2,65,1,16,5,f,1
46,0,6,20,3,2,2,f,1
45,1,22,72,4,18,4,m,4
35,0,7,39,2,13,5,m,1
34,1,12,32,4,4,4,f,5
54,1,1,38,1,9,4,f,2
42,0,19,20,1,7,2,f,1
64,1,32,16,3,28,5,m,2
59,1,18,71,3,0,1,f,2
49,1,20,29,2,7,3,f,2
36,1,14,33,2,12,2,f,2
44,0,11,149,3,20,4,m,1
24,0,2,18,1,4,2,m,3
40,0,4,21,4,3,4,m,1
55,0,1,86,5,20,3,f,1
65,0,1,29,4,3,4,m,1
21,0,2,26,3,0,1,f,2
39,0,10,49,4,8,2,m,1
68,1,21,433,2,48,5,m,2
28,1,5,20,5,1,5,m,5
36,1,14,49,1,12,3,f,5
30,1,7,31,3,6,4,m,8
44,1,10,29,1,11,4,m,2
41,1,7,61,4,5,1,m,2
54,0,1,29,2,1,1,m,2
45,0,2,62,1,16,4,m,1
43,1,14,47,2,16,4,m,4
39,0,19,34,2,12,1,f,1
35,1,6,19,3,2,3,f,4
59,0,1,309,3,38,4,f,1
22,0,1,99,4,0,1,f,1
63,1,6,59,1,18,2,f,3
26,1,2,60,4,1,3,f,6
47,1,11,96,2,14,5,m,2
41,0,21,31,2,8,2,m,2
23,1,3,19,2,3,1,m,4
33,0,14,40,2,11,5,f,1
63,1,23,174,3,21,4,f,3
34,1,14,42,4,1,2,f,4
42,1,22,56,2,14,4,f,4
22,1,0,14,3,0,3,m,2
40,1,14,24,1,6,2,f,2
36,1,1,61,5,3,1,f,2
43,1,14,39,2,7,4,f,2
27,0,2,36,4,2,2,f,2
49,0,3,100,5,14,3,m,1
29,1,9,26,3,4,3,f,3
40,0,19,39,4,10,5,m,2
48,0,16,95,2,20,3,f,1
30,0,8,32,3,3,2,m,3
50,0,7,188,1,32,5,f,1
38,1,5,27,2,4,1,m,2
54,1,5,192,4,25,5,f,2
61,0,37,469,1,38,5,f,1
35,1,2,106,4,10,2,m,4
43,1,6,31,2,9,4,m,2
48,1,22,36,3,5,3,m,4
32,0,9,37,5,1,3,f,1
28,0,5,36,3,5,1,f,1
46,0,19,143,2,27,5,m,1
56,0,28,142,1,31,5,m,1
52,1,23,70,1,13,4,m,3
61,1,14,15,1,18,2,m,2
19,1,0,18,2,0,1,m,5
31,0,0,25,5,3,4,f,2
59,0,1,19,4,0,1,f,1
30,1,3,87,4,4,3,f,4
40,1,7,55,4,6,4,f,2
65,0,30,40,4,29,4,m,1
31,0,1,32,5,0,2,f,5
40,0,6,59,1,20,4,m,1
52,0,8,529,4,28,5,f,1
50,1,27,146,3,17,1,f,2
55,1,8,160,2,34,4,m,2
36,1,14,77,4,5,2,m,2
41,1,3,63,2,15,5,f,2
70,0,1,86,2,17,5,f,2
57,0,0,210,1,37,4,f,1
42,0,8,38,1,7,2,f,1
40,0,0,72,3,18,3,m,1
49,1,10,26,2,15,5,f,2
20,0,1,33,3,0,1,m,1
63,0,4,268,3,38,3,m,3
35,1,10,53,1,8,2,f,4
27,0,1,25,2,7,2,m,1
42,1,15,62,1,24,4,f,4
28,0,4,33,3,3,1,m,5
32,1,10,25,1,6,3,m,4
49,0,13,273,4,20,3,f,1
43,0,8,195,4,16,4,m,1
41,1,4,36,1,7,2,m,5
32,0,3,38,2,6,1,m,1
47,1,20,108,4,18,5,f,2
56,1,1,17,1,2,3,f,2
54,0,26,57,2,13,2,m,1
43,1,17,18,2,3,2,f,2
39,0,10,70,2,11,3,f,1
49,1,11,90,2,6,3,f,4
35,0,0,43,4,5,4,f,1
42,1,20,32,2,13,3,f,4
49,0,0,109,2,0,1,m,1
53,0,14,181,3,21,4,f,1
59,0,20,138,4,4,5,f,1
44,1,13,66,3,18,5,m,2
47,0,4,86,2,20,3,m,1
38,1,1,22,2,1,4,f,2
31,0,9,21,3,2,1,f,1
61,0,25,135,4,27,4,m,4
26,1,0,16,5,0,1,f,4
50,1,13,120,3,7,3,f,2
40,0,8,34,2,10,1,m,1
60,1,19,44,3,33,2,m,3
65,0,38,10,4,37,2,f,1
56,0,25,71,1,18,5,m,1
45,0,22,20,1,3,4,m,1
43,0,12,66,2,7,4,m,1
43,0,16,80,2,8,3,f,1
31,1,2,56,4,2,4,f,4
44,0,12,78,4,17,4,m,2
47,1,12,45,2,11,5,f,2
69,0,41,26,4,31,4,m,1
45,1,23,48,2,1,5,f,3
38,1,17,38,4,8,4,m,4
32,1,10,25,3,3,5,f,4
36,0,17,28,2,9,4,m,2
40,0,3,28,2,7,4,f,1
33,0,8,106,2,10,5,f,3
42,1,15,39,4,2,1,f,4
37,0,1,29,1,4,5,f,5
49,1,8,40,2,12,5,f,3
66,0,45,21,1,26,5,m,1
40,0,1,25,2,2,4,f,1
43,1,17,19,2,1,3,f,4
39,1,3,32,3,3,4,f,3
34,1,9,21,3,2,2,f,7
27,1,4,23,2,3,1,f,4
31,0,6,30,4,0,1,m,1
53,0,32,95,4,9,5,f,1
43,0,4,29,2,9,3,m,1
51,1,22,45,1,16,1,f,2
36,1,4,39,3,14,2,m,3
25,0,5,29,2,2,5,m,1
38,0,8,22,1,3,5,f,3
27,0,5,26,3,2,4,m,1
62,1,39,28,1,0,1,f,2
33,1,7,53,2,11,1,f,5
27,0,0,31,2,6,1,m,2
28,0,3,58,4,4,1,f,1
36,0,6,56,3,10,1,m,1
41,0,18,55,2,10,5,f,1
66,0,45,86,1,16,2,m,1
36,0,0,47,2,13,3,f,1
35,1,8,32,3,8,4,f,5
36,1,11,107,4,1,2,m,5
39,0,16,37,3,8,4,f,1
28,0,9,16,3,1,1,f,2
31,0,3,38,1,4,1,f,1
28,1,2,17,1,9,3,m,4
71,0,42,99,2,35,5,f,1
43,0,20,18,1,2,2,f,3
41,1,11,96,5,0,5,m,5
67,0,46,34,3,32,4,f,1
28,0,3,30,1,9,2,f,4
31,0,4,23,3,2,2,m,1
29,0,0,50,3,8,4,f,1
44,1,25,61,2,8,5,f,4
50,0,8,45,2,7,5,m,1
46,0,14,109,3,16,5,f,1
52,0,1,258,4,25,4,f,2
32,0,4,35,3,10,3,f,1
37,1,6,110,5,0,5,f,4
39,1,1,45,2,15,4,f,2
40,1,20,50,4,11,1,m,4
19,0,0,25,2,0,3,m,1
56,1,34,268,2,32,4,f,2
46,1,17,45,4,5,2,f,2
24,1,1,55,3,2,5,m,5
48,0,5,34,1,5,2,m,1
32,1,12,53,4,0,1,m,4
56,0,29,353,2,35,5,m,1
46,0,27,30,1,1,4,m,1
43,1,18,50,3,9,5,f,3
63,1,33,271,1,41,5,f,2
39,1,15,33,2,3,3,m,2
69,0,50,120,5,20,3,f,1
56,1,24,151,1,22,5,m,2
61,0,33,61,4,4,1,m,1
54,0,34,259,3,22,3,f,1
23,1,0,30,3,0,1,f,3
45,1,22,18,2,2,2,m,2
44,1,6,21,4,2,2,m,3
49,1,8,38,3,4,1,f,2
44,0,24,37,3,1,3,m,1
68,0,45,10,2,1,1,f,1
26,0,4,35,4,1,2,f,1
47,1,12,112,5,20,5,m,2
34,0,10,39,2,11,3,f,1
33,1,13,20,3,5,3,f,4
41,1,16,24,2,3,4,m,2
46,1,2,146,2,24,2,f,2
66,1,43,12,4,6,1,m,2
37,0,4,25,1,5,5,f,3
53,1,16,36,2,3,4,m,2
35,0,0,40,2,9,5,f,1
63,0,12,28,1,5,2,m,1
36,0,2,33,3,15,3,f,1
57,0,27,30,2,6,3,m,1
54,1,6,40,1,8,1,f,4
36,1,5,54,2,1,4,f,3
21,0,0,38,2,3,1,m,2
51,0,14,112,1,26,4,m,1
51,1,22,291,1,32,4,f,2
54,1,13,24,1,6,3,m,2
48,0,13,62,3,6,2,f,1
41,1,16,239,3,18,5,f,6
48,0,26,83,1,28,2,m,1
61,1,14,178,4,36,4,f,2
29,1,0,33,5,1,2,m,2
33,1,10,26,1,9,4,f,4
68,1,37,270,2,47,5,m,2
21,1,1,17,2,3,2,m,3
31,0,9,32,1,1,1,f,3
49,1,27,75,1,20,5,m,2
27,1,4,18,1,0,2,f,2
49,0,21,52,1,15,5,f,1
50,1,2,75,2,8,4,f,2
37,1,8,93,5,3,4,m,2
26,1,7,34,3,1,2,f,5
46,1,8,53,3,4,2,m,2
30,0,1,27,2,4,3,m,1
33,0,10,65,2,9,1,f,1
39,0,16,60,2,4,2,f,1
52,1,21,103,3,19,5,f,3
43,1,3,137,4,15,5,f,5
62,1,24,191,5,32,4,f,5
42,0,23,46,2,1,3,m,1
52,1,9,53,1,14,3,f,2
58,1,39,122,2,26,4,f,5
45,1,11,61,4,0,2,f,5
43,0,16,68,3,15,3,f,1
32,0,3,48,5,0,1,f,1
27,0,2,36,3,2,5,f,2
36,0,0,44,5,3,1,m,2
44,1,22,157,4,16,4,f,2
37,0,18,63,1,18,3,f,1
41,1,18,41,2,3,4,f,3
44,0,24,70,2,5,5,f,1
50,0,18,34,4,13,4,m,1
44,0,8,49,2,4,1,f,1
30,1,8,41,2,11,3,f,4
58,1,6,267,5,28,4,f,2
36,1,3,58,3,7,2,f,5
44,1,2,126,3,22,5,m,3
32,1,1,29,1,3,1,f,2
30,0,2,42,5,0,3,m,1
65,0,25,9,3,2,3,m,1
37,0,16,62,3,8,4,f,1
44,0,16,86,5,0,2,m,1
51,1,26,46,2,13,4,m,4
43,1,12,52,2,5,5,f,4
47,1,0,80,2,25,2,f,3
53,0,21,82,2,17,3,f,1
56,0,14,64,1,20,4,f,1
65,1,26,10,1,14,5,m,2
45,0,5,89,3,20,1,f,1
43,0,12,42,4,3,2,m,1
43,1,4,58,5,5,3,m,4
57,1,15,240,3,35,3,m,4
44,1,10,30,2,11,3,m,6
58,1,14,32,2,3,1,m,2
36,1,9,77,2,10,4,f,2
57,1,35,189,1,23,3,m,2
41,1,3,151,2,20,5,m,3
68,0,39,188,1,34,3,f,1
46,1,26,68,4,1,4,m,2
40,1,16,41,2,9,3,f,5
19,0,0,26,2,0,1,m,1
40,0,10,71,1,19,4,f,1
34,1,7,28,4,1,1,f,3
27,0,0,16,1,4,1,m,1
56,0,20,54,2,16,3,m,1
30,0,6,20,2,5,2,m,1
40,0,19,37,4,2,4,m,3
53,1,25,21,1,3,3,m,2
58,1,22,88,2,28,5,m,5
20,0,1,21,2,0,1,m,1
53,0,21,60,2,23,3,f,1
54,0,29,160,3,25,2,f,1
54,0,11,55,5,23,4,f,1
39,0,1,228,4,16,5,m,1
59,0,37,11,1,18,2,m,1
66,1,10,19,2,4,2,f,3
28,1,3,25,4,2,3,m,3
29,1,6,18,1,1,2,f,4
26,0,3,24,2,0,2,m,4
54,1,13,152,2,25,3,f,6
31,1,10,45,1,10,3,m,2
65,1,28,282,1,39,3,m,5
21,0,2,20,1,2,2,f,1
31,1,6,44,3,6,4,f,4
36,1,5,68,4,1,1,m,2
37,1,18,45,4,3,5,f,2
34,1,1,30,3,2,2,f,2
48,0,8,86,2,15,2,m,1
24,0,4,31,3,2,3,f,1
46,0,10,205,4,20,3,f,1
33,1,4,45,2,12,4,m,4
34,0,3,41,4,4,4,m,1
52,1,25,34,3,9,1,f,4
33,0,0,31,1,8,4,f,4
32,1,8,45,3,6,1,f,3
36,1,8,71,2,7,4,f,2
55,0,18,18,3,25,4,m,1
48,0,12,123,3,0,1,m,1
27,1,8,20,1,3,1,m,7
69,1,0,24,1,20,1,m,3
41,0,9,226,2,19,4,f,2
37,1,8,22,4,3,2,f,3
39,1,13,40,4,2,3,f,5
31,0,9,60,3,10,4,m,3
50,0,21,145,3,25,3,f,1
67,0,38,10,1,27,4,f,1
48,1,19,36,1,8,2,m,4
42,1,22,51,3,13,4,f,4
19,0,0,26,2,0,1,f,1
39,1,4,37,1,3,1,f,3
55,0,17,57,4,7,3,f,4
29,1,4,86,4,0,1,f,6
48,1,3,33,1,11,4,f,2
36,0,15,44,2,13,1,f,1
27,1,4,14,5,0,2,f,3
45,0,24,118,5,7,5,f,1
